"region","year","deforest_area","DEM","slope","road_dist","water_dist","soil_cec","soil_soc","deforest_hotspot_dist","settlement_cluster_dist","NPP","treated","deforest_rate","source_file"
"856 project area",2001,1.35,481.06469381054,20.822519148026,69.3837641231461,9.06624704733296,21.5528093851265,55.823305303745,5.96963931910144,12.5020172112378,905.649522464298,0,0.0106210756132888,"856_SCM_data_df_0.xlsx"
"856 project area",2002,0.81,481.06469381054,20.822519148026,69.3837641231461,8.99805494135704,21.5528093851265,55.823305303745,5.96963931910144,12.5020172112378,974.650705011867,0,0.00637264536797328,"856_SCM_data_df_0.xlsx"
"856 project area",2003,11.25,481.06469381054,20.822519148026,69.3837641231461,12.3499131230558,21.5528093851265,55.823305303745,5.53831498124574,12.2301450438694,791.544727398149,0,0.0885089634440733,"856_SCM_data_df_0.xlsx"
"856 project area",2004,8.19,481.06469381054,20.822519148026,69.3837641231461,8.69762325692102,21.5528093851265,55.823305303745,4.15249838721592,12.2301450438694,884.938244738074,0,0.0644345253872854,"856_SCM_data_df_0.xlsx"
"856 project area",2005,10.89,481.06469381054,20.822519148026,69.3837641231461,9.50512376989306,21.5528093851265,55.823305303745,3.67101261500833,12.2301450438694,850.537673173416,0,0.085676676613863,"856_SCM_data_df_0.xlsx"
"856 project area",2006,8.28,481.06469381054,20.822519148026,69.3837641231461,11.1449893712194,21.5528093851265,55.823305303745,3.39481677459598,12.2301450438694,857.037808673658,0,0.065142597094838,"856_SCM_data_df_0.xlsx"
"856 project area",2007,10.98,481.06469381054,20.822519148026,69.3837641231461,8.3105045018426,21.5528093851265,55.823305303745,3.41190182946347,12.2301450438694,845.102306788973,0,0.0863847483214155,"856_SCM_data_df_0.xlsx"
"856 project area",2008,15.84,481.06469381054,20.822519148026,69.3837641231461,9.68184387593464,21.5528093851265,55.823305303745,3.21873214652123,12.2301450438694,936.122459370458,0,0.124620620529255,"856_SCM_data_df_0.xlsx"
"856 project area",2009,23.49,481.06469381054,20.822519148026,69.3837641231461,8.10433229097415,21.5528093851265,55.823305303745,2.14536324165497,12.2301450438694,773.2109861954,0,0.184806715671225,"856_SCM_data_df_0.xlsx"
"856 project area",2010,32.04,481.06469381054,20.822519148026,69.3837641231461,9.04125926837876,21.5528093851265,55.823305303745,2.04615570548018,12.2301450438694,832.322917607641,1,0.252073527888721,"856_SCM_data_df_0.xlsx"
"856 project area",2011,15.12,481.06469381054,20.822519148026,59.7892364185524,7.66255543791397,21.5528093851265,55.823305303745,1.55773675095823,12.2301450438694,987.457933333881,1,0.118956046868835,"856_SCM_data_df_0.xlsx"
"856 project area",2012,12.33,481.06469381054,20.822519148026,59.7892364185524,9.60675525078177,21.5528093851265,55.823305303745,1.43679720779061,12.2301450438694,889.093716894827,1,0.0970058239347043,"856_SCM_data_df_0.xlsx"
"856 project area",2013,5.04,481.06469381054,20.822519148026,59.5702485246924,8.71419717003587,21.5528093851265,55.823305303745,1.56266562430749,12.2301450438694,895.040198405203,1,0.0396520156229448,"856_SCM_data_df_0.xlsx"
"856 project area",2014,14.13,481.06469381054,20.822519148026,33.3554173130114,7.93722497722404,21.5528093851265,55.823305303745,2.29704771871076,12.2301450438694,940.794236723029,1,0.111167258085756,"856_SCM_data_df_0.xlsx"
"856 project area",2015,41.04,481.06469381054,20.822519148026,33.3554173130114,9.18354685281396,21.5528093851265,55.823305303745,2.98916452039167,12.2301450438694,849.150873360652,1,0.322880698643979,"856_SCM_data_df_0.xlsx"
"856 project area",2016,20.52,481.06469381054,20.822519148026,33.3554173130114,7.5596880063034,21.5528093851265,55.823305303745,2.16971457415113,12.2301450438694,954.263823077744,1,0.16144034932199,"856_SCM_data_df_0.xlsx"
"856 project area",2017,37.89,481.06469381054,20.822519148026,58.7324175920682,7.54125548469702,21.5528093851265,55.823305303745,2.00686427991037,12.2301450438694,1017.15093905774,1,0.298098188879639,"856_SCM_data_df_0.xlsx"
"856 project area",2018,44.64,481.06469381054,20.822519148026,58.7324175920682,6.96208754175592,21.5528093851265,55.823305303745,1.83426704093107,12.2301450438694,1047.62328469012,1,0.351203566946083,"856_SCM_data_df_0.xlsx"
"856 project area",2019,29.7,481.06469381054,20.822519148026,58.7324175920682,8.73481263798948,21.5528093851265,55.823305303745,1.50846454747659,12.2301450438694,953.55690599568,1,0.233663663492354,"856_SCM_data_df_0.xlsx"
"856 project area",2020,46.71,481.06469381054,20.822519148026,58.7324175920682,6.87424829488095,21.5528093851265,55.823305303745,1.66439268214611,12.2301450438694,952.641170722093,1,0.367489216219792,"856_SCM_data_df_0.xlsx"
"856 project area",2021,16.11,481.06469381054,20.822519148026,58.7324175920682,6.8845585321613,21.5528093851265,55.823305303745,1.49147555380461,12.2301450438694,841.441468001412,1,0.126744835651913,"856_SCM_data_df_0.xlsx"
"856 project area",2022,27.63,481.06469381054,20.822519148026,15.6281837342723,6.8845585321613,21.5528093851265,55.823305303745,1.64534388824596,12.2301450438694,841.441468001412,1,0.217378014218644,"856_SCM_data_df_0.xlsx"
"856 0 donor 109",2001,21.15,335.218907104721,16.9032113537763,34.8154914174178,1.9997935013491,17.9731675113582,32.8025020912267,2.71838889390075,20.3453222917504,926.873914362806,0,0.166396851274858,"856_SCM_data_df_0.xlsx"
"856 0 donor 109",2002,10.89,335.218907104721,16.9032113537763,34.8154914174178,2.0957319183486,17.9731675113582,32.8025020912267,2.71838889390075,20.3453222917504,986.981719468889,0,0.085676676613863,"856_SCM_data_df_0.xlsx"
"856 0 donor 109",2003,3.69,335.218907104721,16.9032113537763,34.8154914174178,1.97932607251523,17.9731675113582,32.8025020912267,2.60558830669302,20.4742892490138,873.675879376379,0,0.029030940009656,"856_SCM_data_df_0.xlsx"
"856 0 donor 109",2004,54.45,335.218907104721,16.9032113537763,34.8154914174178,1.93196574348208,17.9731675113582,32.8025020912267,2.35179717549802,20.4742892490138,933.036339629141,0,0.428383383069315,"856_SCM_data_df_0.xlsx"
"856 0 donor 109",2005,103.05,335.218907104721,16.9032113537763,34.8154914174178,1.94347675362699,17.9731675113582,32.8025020912267,1.81744739324055,20.4742892490138,863.482888143489,0,0.810742105147711,"856_SCM_data_df_0.xlsx"
