system:index,ID,accessibility,accessibility_walking_only,aspect,be75,hillshade,slope,.geo
1_0,1.0,153.95045338191971,681.2581496340836,179.42623495276118,289.2125958073713,180.78115654015062,2.6726464576732254,"{""type"":""Polygon"",""coordinates"":[[[-57.63639802542204,-10.706231346540102],[-57.67511291621048,-10.711649390288956],[-57.710750003968634,-10.727472800264529],[-57.740475273346505,-10.752443527514927],[-57.761923246685086,-10.784575875877998],[-57.77338506494467,-10.821313952950035],[-57.7739449989633,-10.859734545233563],[-57.763554382100494,-10.896779446940762],[-57.74303676167196,-10.92949886384175],[-57.714023460873356,-10.95528653073656],[-57.67882432548235,-10.972087732300446],[-57.640243747450306,-10.978563493060513],[-57.601356639553224,-10.974197665408209],[-57.56526244378491,-10.959338229377714],[-57.53483714589684,-10.935169447671997],[-57.51250344073348,-10.903617139357982],[-57.50003762940911,-10.867194759763672],[-57.49842869508589,-10.828802737539274],[-57.507800619499996,-10.791497227441601],[-57.527403791822366,-10.758246800071342],[-57.555675793858654,-10.73169644430442],[-57.59036638089873,-10.713957570740167],[-57.62871652782445,-10.706440561982838],[-57.63639802542204,-10.706231346540102]]]}"
1_1,2.0,470.03868275205053,2531.3228863729914,162.6762853133216,69.42867471989106,180.29198378808056,0.6262562846200662,"{""type"":""Polygon"",""coordinates"":[[[-62.27720078010199,-5.642436934101074],[-62.31542663046285,-5.647856117759644],[-62.35061172593875,-5.663682592075842],[-62.37995673554396,-5.688657352623992],[-62.4011261447919,-5.720793445356055],[-62.41243404760915,-5.7575338096608295],[-62.412978588730255,-5.795954517961559],[-62.40271428684501,-5.8329973276648355],[-62.38245632090011,-5.865713097002207],[-62.35381623090383,-5.891496699248293],[-62.31907396167931,-5.908294688240347],[-62.28099632605836,-5.914769091864617],[-62.242616349523736,-5.910404186432308],[-62.20699119235858,-5.895547663906329],[-62.17695812846588,-5.871382877004165],[-62.15490822220641,-5.839834397365292],[-62.14259587023103,-5.803414485202769],[-62.14099940541865,-5.765022799451935],[-62.15024377160053,-5.727715390465721],[-62.16959124570491,-5.694461421826569],[-62.197500736481366,-5.667906987359072],[-62.23175076537052,-5.650164769784308],[-62.269616251736885,-5.642646194419354],[-62.27720078010199,-5.642436934101074]]]}"
1_2,3.0,41.4762520081804,320.8937163039046,167.0117591240192,348.7535123234087,180.2835150190855,4.685666795247166,"{""type"":""Polygon"",""coordinates"":[[[-55.007764897950096,-9.631279389428054],[-55.046349651447265,-9.636697677735016],[-55.0818665514214,-9.652521745156937],[-55.111490867474075,-9.677493337789242],[-55.13286509114946,-9.709626489618207],[-55.14428640351646,-9.746365057580459],[-55.14484265306675,-9.784785674904732],[-55.134485893595155,-9.82183012782871],[-55.11403734501011,-9.854548762071213],[-55.08512302552065,-9.880335556725758],[-55.05004485996555,-9.897136068857357],[-55.01159734679684,-9.90361153836138],[-54.972844402810956,-9.899245908627993],[-54.93687437323565,-9.884387097853601],[-54.90655306016402,-9.860219173412114],[-54.884294792277686,-9.828667686637838],[-54.87187001555895,-9.792245836399374],[-54.8702647880586,-9.753853886228818],[-54.87960322245952,-9.71654796855677],[-54.89913875153016,-9.683296781281987],[-54.92731455341249,-9.656745550378528],[-54.96188802124224,-9.639005959359357],[-55.000109207671386,-9.631488614498402],[-55.007764897950096,-9.631279389428054]]]}"
1_3,4.0,131.01331293410098,765.0273361006127,166.5321185949609,372.1439055022179,180.04430128659357,1.3852497983488223,"{""type"":""Polygon"",""coordinates"":[[[-55.990390828240805,-11.66112785592139],[-56.029233563269464,-11.666545680970252],[-56.06498868850798,-11.68236850300577],[-56.094813047450046,-11.707338456341484],[-56.11633333517029,-11.739470086126284],[-56.12783478330522,-11.77620772412697],[-56.128398189104566,-11.81462829394787],[-56.11797422384342,-11.85167359696867],[-56.097388757310874,-11.884393713822693],[-56.06827833875702,-11.910182160826604],[-56.03296058243109,-11.92698397901975],[-55.99424956120346,-11.933460000283638],[-55.95523093604982,-11.92909399560941],[-55.91901499467756,-11.91423400034663],[-55.88848768475985,-11.890064451920342],[-55.86607990160259,-11.858511408871406],[-55.85357370767867,-11.822088555897315],[-55.85196099237498,-11.78369646929954],[-55.86136565367912,-11.746391323766776],[-55.881035133803934,-11.713141576024924],[-55.909401545159405,-11.686592002902328],[-55.944207145890154,-11.668853770945317],[-55.98268397694797,-11.661337062754507],[-55.990390828240805,-11.66112785592139]]]}"
1_4,5.0,280.9241220967293,921.392650156006,162.94368735819674,68.35710480580848,180.176939041815,0.9402644641917672,"{""type"":""Polygon"",""coordinates"":[[[-63.054597881648654,-7.797887344583451],[-63.09299371152536,-7.803306046514421],[-63.12833604206526,-7.819131225861131],[-63.157813567467464,-7.844104282035065],[-63.17908035254914,-7.8762387925978015],[-63.190442414093596,-7.912978190580244],[-63.190992907454465,-7.951398850069421],[-63.18068505816373,-7.988442543912853],[-63.16033680683177,-8.02115985456537],[-63.1315665103846,-8.04694517424314],[-63.096664559081105,-8.063744520580775],[-63.05841098326973,-8.070219497596783],[-63.01985358765452,-8.065854202526008],[-62.984064454929914,-8.050996449020786],[-62.953894486705224,-8.026829974216156],[-62.931745815881584,-7.99527987676074],[-62.91938041430779,-7.958858921841793],[-62.91778018360401,-7.92046709370307],[-62.92706955030573,-7.8831604869241],[-62.94650648421125,-7.849908014606401],[-62.974542365900355,-7.823355303680388],[-63.008945693428096,-7.805614499252847],[-63.0469796534589,-7.798096585937167],[-63.054597881648654,-7.797887344583451]]]}"
1_5,6.0,80.06162030439344,446.0872071118701,173.53099233883944,191.85872017460554,180.39254233441275,4.863466895538074,"{""type"":""Polygon"",""coordinates"":[[[-63.498994327971886,-9.84987069392826],[-63.53760437383101,-9.855288932636261],[-63.573144635613374,-9.87111286672191],[-63.60278858029148,-9.896084283848799],[-63.62417715043735,-9.928217272732715],[-63.63560635086297,-9.96495574114536],[-63.63616333077378,-10.003376353397742],[-63.62579999953511,-10.040420897341404],[-63.60533802590399,-10.0731396903107],[-63.57640445771543,-10.098926661855762],[-63.54130276049989,-10.115727313802585],[-63.50282935922127,-10.122202842372259],[-63.464050312980795,-10.11783717250167],[-63.42805612904361,-10.102978234927052],[-63.39771459279827,-10.078810136632725],[-63.37544166066878,-10.047258483247244],[-63.363008915682315,-10.010836525649346],[-63.36140298123347,-9.9724445608596],[-63.37074794021751,-9.93513872583982],[-63.39029662971942,-9.901887692674848],[-63.41849113748791,-9.875336639254535],[-63.45308737164157,-9.857597193741668],[-63.49133362211222,-9.850079917046024],[-63.498994327971886,-9.84987069392826]]]}"
1_6,7.0,375.98626266020517,1064.182077887822,171.57289026535705,442.0046383940475,180.37492921026004,2.3550728961685783,"{""type"":""Polygon"",""coordinates"":[[[-59.87832395293793,-12.091152318416796],[-59.91722807331411,-12.096570044492095],[-59.95303986607928,-12.112392600450429],[-59.98291178003971,-12.137362203537652],[-60.00446675237217,-12.169493508106445],[-60.01598718406477,-12.206230947377252],[-60.01655221587858,-12.244651507011016],[-60.006112213847956,-12.281696991642328],[-59.9854941729204,-12.314417425277883],[-59.95633715570729,-12.340206225352604],[-59.92096250296813,-12.357008322632806],[-59.882188925326766,-12.363484461802246],[-59.843107229600335,-12.359118377006787],[-59.80683289574451,-12.34425812863416],[-59.77625664298993,-12.320088233194856],[-59.75381329908126,-12.288534857620071],[-59.74128769545507,-12.252111790417644],[-59.73967312600015,-12.213719674706654],[-59.74909346094307,-12.176414694185604],[-59.76879473942357,-12.143165254034573],[-59.79720645554061,-12.116616035113084],[-59.8320672693277,-12.098878093521673],[-59.87060492757552,-12.091361521353605],[-59.87832395293793,-12.091152318416796]]]}"
1_7,8.0,51.89925169562049,327.83019537107907,182.23496753746883,281.0946562533639,180.60114449339747,2.9555577573295277,"{""type"":""Polygon"",""coordinates"":[[[-60.94623245598011,-12.876447013322862],[-60.98525486428482,-12.881864557824244],[-61.021175840307635,-12.897686625641297],[-61.051139356164704,-12.922655586156557],[-61.0727611082968,-12.95478629406065],[-61.08431805324785,-12.991523368704902],[-61.084886156846665,-13.029943909614671],[-61.0744152159395,-13.066989727414116],[-61.053734408637375,-13.099710742231746],[-61.02448764678225,-13.125500190086965],[-60.98900344664957,-13.142302799418857],[-60.95010943976901,-13.148779154916122],[-60.91090632637199,-13.144412923117699],[-60.87451956863053,-13.129552210353594],[-60.843849062835226,-13.105381678245212],[-60.82133720682264,-13.073827692598417],[-60.80877417165671,-13.037404232381734],[-60.80715597125283,-12.999012063291675],[-60.81660644102649,-12.961707385538887],[-60.836368934335766,-12.928458509720727],[-60.86486791165851,-12.901909940625785],[-60.89983510211275,-12.884172531736239],[-60.93848997104902,-12.876656209111635],[-60.94623245598011,-12.876447013322862]]]}"
1_8,9.0,2482.929675794423,3581.850057890732,170.88839981569973,82.32396829867092,180.2244681915329,2.11359757634501,"{""type"":""Polygon"",""coordinates"":[[[-60.83555972926811,-6.5222064497274035],[-60.87384823233396,-6.527625437274903],[-60.90909131208396,-6.543451384414174],[-60.93848524140591,-6.568425451130722],[-60.95969066350211,-6.600560899798951],[-60.97101867342783,-6.637300870761317],[-60.971565540292694,-6.675721559229296],[-60.96128526541579,-6.712764728875492],[-60.94099401347945,-6.745481125654854],[-60.91230582415788,-6.771265427014415],[-60.877504503855455,-6.788063968529581],[-60.83936177136926,-6.794538605557341],[-60.80091614785067,-6.790173541519849],[-60.76523034336531,-6.775316517910904],[-60.735146692581324,-6.751151043918812],[-60.713060355918806,-6.719601905700731],[-60.70072851378065,-6.683181569029769],[-60.699130785312825,-6.644789825278701],[-60.70839188363245,-6.607482742823684],[-60.72777245974284,-6.574229383296654],[-60.755728622322295,-6.547675650460206],[-60.79003519284046,-6.52993400817049],[-60.82796278048136,-6.522415702325204],[-60.83555972926811,-6.5222064497274035]]]}"
1_9,10.0,260.10532527604533,1132.2807561208958,171.90298390946054,278.1372038941001,180.3491352693557,3.1007676290971657,"{""type"":""Polygon"",""coordinates"":[[[-57.63842930976924,-10.057804587926869],[-57.67706396786605,-10.063222779393067],[-57.71262696168582,-10.079046586478807],[-57.74229000309656,-10.104017836439576],[-57.763692527423416,-10.13615067011933],[-57.77512939601843,-10.172889043709574],[-57.77568707957045,-10.211309651127964],[-57.765317349086516,-10.24835428176484],[-57.74484231183099,-10.281073225919707],[-57.71589001827454,-10.306860365952927],[-57.680765432591485,-10.32366115107455],[-57.64226685261991,-10.330136735904773],[-57.60346241956958,-10.325771027803137],[-57.56744474194447,-10.310911969450475],[-57.537083533070266,-10.286743705561124],[-57.514796332466375,-10.255191893479836],[-57.50235583007944,-10.218769833624926],[-57.50074920101007,-10.180377854913555],[-57.51010050131765,-10.143072098621882],[-57.529661990482566,-10.109821212245976],[-57.55787469653866,-10.083270327875809],[-57.59249308281344,-10.065531020954673],[-57.63076372314701,-10.058013809184843],[-57.63842930976924,-10.057804587926869]]]}"
